9085:29,899,1119,901,48,3234,1126,749,496,1476
9096:378,1455,1267,2068,3915,5545,1206,5184,5254,27344
9098:1558,1086,2614,985,2526,2345,3753,14761,15676,20734
9106:239,3,726,2868,395,1567,837,2361,5025,6284
9111:62,1109,356,302,398,116,29,407,194,32
9122:861,3730,5553,1424,3158,3162,15583,11459,2060,3028
9128:58,29,508,94,1382,239,356,1109,103,780
9135:654,302,238,873,931,1462,3234,2618,749,1476
9141:1206,10687,7859,2694,11725,22705,7880,6601,38103,38204
9152:119,5567,508,899,1119,1382,239,402,48,1187
9155:861,4268,591,1424,15583,11459,4958,153,6210,917
9157:112933,34070,17,302,654,76,616,58,8,866
9158:2139,1164,4880,6916,3717,5812,17403,21696,20279,55222
9159:394,353,294,2268,3429,2185,1930,1598,6353,4958
9160:189,10687,19697,38204,43526,35625,4459,24985,81432,69667
9161:2153,14754,1400,760,877,1124,7711,1013,10020,12207
9171:65,749,29,511,239,119,3234,1476,3,495
9173:138,239,3,449,726,2868,395,521,1567,837
9200:4008,4816,3505,11535,9598,4765,12915,9059,16366,5076
9224:226,1790,1435,3789,176,8011,1449,6455,1066,3309
9225:546,3704,678,311,2021,5975,10071,1077,3256,4068
9233:22776,15373,69881,44134,523,119615,89432,122837,121747,69008
9236:1109,96,1744,1205,209,827,855,3977,6243,4275
9237:65,29,1362,301,289,101,239,483,3234,1140
9238:239,1344,3,726,4919,2868,395,1567,837,1544
9245:302,29,239,1476,1362,2868,1866,15,5542,923
9249:17,48343,302,654,62893,106376,11967,67799,15047,76
9256:1102,239,116,3,1762,726,4542,2868,395,1567
9276:4589,4797,120,17,15627,32200,68162,7126,30413,45229
9288:239,2200,3,726,1287,2868,395,2429,3304,888
9290:17,302,654,76,616,225,58,8,866,84
9291:616,899,230,787,1119,239,2030,402,48,1187
9310:58,289,101,1804,4174,5575,73,530,2469,1313
9312:302,29,239,3234,749,1476,3,495,726,1200
9313:65,787,2121,6793,2829,776,889,4205,2743,9106
9331:24308,52132,69121,11246,64240,28740,17,302,168,654
9333:9731,17,302,654,76,616,58,8,866,84
9350:449,303,521,380,1622,4048,106,5581,2163,1510
9357:80021,17,302,654,76,616,58,8,866,84
9359:58,554,1119,239,48,1187,1804,496,3,4174
9364:508,1382,1344,3250,4919,3288,1065,1205,5389,2168
9368:17,302,72716,50917,654,76,616,58,8,866
9369:931,431,2583,481,7048,8860,571,6916,2103,1339
9371:58,101,554,1119,239,1499,1804,496,3,1762
9381:1913,22856,62347,40263,22507,7931,19319,27768,19376,94260
9389:17,18077,45970,63225,39645,95029,32076,109119,97686,72606
9394:65,29,736,239,3234,749,1476,3,495,726
9400:58,138,289,101,238,861,236,1804,813,591
9402:9815,17,302,168,654,76,616,58,8,866
9420:5017,239,3,726,2868,1326,395,1567,837,1180
9431:1023,901,1126,179,3841,4187,7006,3527,2085,12872
9432:1762,7178,2570,5421,2683,1542,8288,858,15006,7438
9433:16952,95228,103886,17,302,654,76,616,58,8
9437:1239,690,66,7800,6599,2897,4685,13704,4592,4627
9442:28926,46823,9121,47872,57259,75480,34587,32593,28953,90231
9443:302,58,29,861,554,1119,394,239,656,48
9451:899,239,48,1187,4268,496,3,726,3730,2626
9473:2153,14754,760,22777,1124,7180,10020,2694,22705,15886
9474:5078,17,302,654,76,616,58,8,866,84
9486:17,669,302,654,76,616,58,8,866,84
9487:483,138,394,3476,1239,1499,1790,294,449,690
9489:29,787,3632,1550,3234,749,1476,495,692,888
9494:508,94,1382,1410,3250,3288,1065,1205,678,827
9498:4926,17,302,654,76,616,58,8,866,84
9499:2966,5794,13470,64290,4246,3749,82008,9721,71247,121847
9500:5022,5729,10295,10749,13931,17,14871,29221,15787,4215
9507:2937,1551,2268,1951,211,1435,6855,3789,176,8011
9514:9961,17,302,654,76,616,58,8,866,84
9525:518,58,301,289,554,1119,394,931,1187,131
9528:542,353,4697,4967,1951,375,559,2115,1418,4907
9531:262,17,302,654,76,616,58,8,866,84
9535:124,378,1600,3915,3864,5022,8167,5729,10295,3054
9538:58,709,861,162,554,483,656,591,4174,690
9541:29477,17,302,654,76,616,58,8,866,84
9553:16056,866,111574,3901,108638,122169,361,17,238,302
9568:311,7622,8759,1547,19378,21479,18602,27593,11737,28122
9570:2200,1287,2429,3304,1521,2447,3274,3829,4126,24211
9571:11626,36268,17,33632,302,6657,10031,654,76,616
9573:4,538,10305,11358,16886,5962,7450,21442,6606,18975
9576:10038,17,302,654,76,616,58,8,866,84
9580:1558,5575,1231,3158,4210,5303,2467,4288,7243,4423
9590:58,361,289,245,554,2139,1382,1109,402,1140
9593:1348,239,3,726,2868,395,1567,837,1342,1970
9606:736,119,5254,3484,2068,4249,189,1589,6527,6379
9612:322,58,1102,289,101,559,873,162,554,1023
9613:486,394,2200,294,2429,3304,1152,1001,3429,2185
9614:18639,17,302,654,76,616,58,8,866,84
9630:508,94,1382,3250,3288,3599,1065,984,2153,14754
9665:84,378,29,861,1109,3234,96,749,1476,495
9666:398,11644,17,302,654,76,616,58,8,866
9668:9289,356,45,3017,86,5514,189,4497,4173,5929
9680:1023,901,1140,1126,179,3841,194,4187,834,2097
9685:8411,19369,15334,17,302,37496,29813,79453,654,76
9693:394,294,2626,4967,2338,1825,375,1001,3429,1231
9694:508,94,1382,2618,1832,1002,3250,1065,1881,42
9696:924,9203,11160,12742,15130,11142,63296,47559,98705,62728
9711:27741,36868,50506,18422,39875,88297,36887,97047,86488,84537
9722:61,873,3632,1410,931,431,116,1287,4542,2429
9727:776,10075,20850,6766,12379,39860,41385,12892,18452,22645
9742:1348,7003,25764,12100,17,302,87195,5724,46265,14591
9745:17,58,84,361,289,101,861,32,554,1023
9752:8066,17,873,302,654,76,616,58,8,866
9753:15,1119,496,472,15242,594,4420,812,12133,3046
9755:29,3234,749,1476,495,690,692,66,4025,388
9757:59623,17,44199,302,48361,23599,654,76,616,9682
9786:32,1119,239,1410,48,1187,96,496,3,726
9808:361,402,3223,4068,9691,13449,17,26411,6632,37189
9810:5253,15937,23398,1122,1406,33683,33720,9448,89721,30223
9812:899,239,48,1187,496,3,726,3730,472,2868
9813:65,1287,633,2429,3304,678,1152,6793,1521,388
9818:17,302,654,76,616,58,8,866,84,29
9820:422,10526,12061,17,42414,23676,302,654,76,616
9824:1744,774,970,1827,2696,2714,2403,3207,1524,10046
9827:17,131,899,1119,48,2200,1187,1089,875,1287
9831:1400,574,9417,1147,7711,14593,2632,3211,11255,1740
9834:65,294,1001,3429,2185,1930,6793,6353,1217,2151
9837:29,138,289,101,554,1023,901,483,3234,1126
9839:32,1109,209,855,3680,2379,543,3546,5346,7031
9840:11991,17,10365,302,4256,40107,71315,35154,10248,30489
9864:15,190,3,29,1405,3234,749,1476,495,692
9879:138,449,521,380,1622,4048,5581,2163,1510,2700
9890:17,302,58,116,84,29,15,101,861,554
9891:29,239,3234,749,1476,3,495,1762,726,692
9892:4475,16263,59900,37528,74972,95575,79214,78114,17,302
9896:58,138,289,101,245,554,483,116,449,4174
9899:239,546,3,726,2868,395,1567,837,2361,5025
9900:1348,508,289,101,899,554,1119,1382,48,1187
9911:30993,17015,17,14485,23378,11951,73909,52939,105901,8671
9926:84,861,239,45,1239,3,1578,591,1762,726
9927:356,119,116,1102,508,138,1119,358,94,1382
9929:32,239,1109,96,3,726,2868,395,1567,837
9944:36269,107205,29614,81557,36570,104917,17,669,302,654
9945:4697,4967,559,18287,2115,4907,9916,95,2246,9580
9946:866,17,302,654,76,616,58,8,84,29
9961:17,669,302,654,76,616,225,58,8,866
9984:12550,46837,96683,36592,74617,34007,80398,116428,97382,42912
10030:363,518,289,101,32,162,2139,239,1140,1239
10040:11834,3167,7235,34397,13848,46771,28755,4119,29783,77946
10050:2447,3829,4941,4126,24211,8209,3180,11641,16155,15395
10051:409,35144,866,361,17,238,698,262,2139,302
10073:1140,194,4996,1277,10012,2062,5266,7578,10040,23867
10078:16996,17,302,654,76,616,58,8,866,84
10082:508,873,94,239,931,431,3,726,3250,2868
10084:3068,17,302,654,76,616,58,8,866,84
10086:10259,9326,57634,17,302,168,654,76,616,719
10088:40142,25368,50278,17,302,654,76,616,58,8
10090:890,866,53761,361,17,238,698,262,2139,500
10110:239,3,726,2868,395,1567,837,4802,2361,5025
10111:736,1023,901,402,119,179,3841,4697,4187,4967
10115:17,15606,25478,9786,78592,55600,82636,88489,87749,67631
10117:211,2083,42701,5715,17,39584,302,50467,9387,39134
10130:901,1126,179,3841,4187,834,7006,3527,2085,12872
10132:2200,2429,1152,1521,3274,20807,14590,14551,17,302
10133:17,302,654,76,616,58,8,866,84,29
10136:9722,12223,93,8995,17,42721,1726,29021,12532,60448
10140:302,29,749,1476,495,692,4025,1561,16288,1395
10148:2153,14754,14498,877,1803,1124,10511,12218,7180,5670
10155:1410,356,103,58,8213,289,5582,554,5303,1804
10156:2715,17,302,168,654,76,616,719,58,8
10194:239,999,3,1762,726,2868,395,1567,837,470
10196:239,1344,3,726,4919,3730,2868,395,1009,1567
10200:970,3506,2403,1524,10046,9490,33639,7817,8871,9217
10210:1551,3789,176,1449,5545,6455,1066,5184,5254,11644
10233:18156,37324,65269,52756,89230,58282,64260,20207,31224,122349
10235:1790,1551,1435,176,8011,1449,6455,1066,3309,10695
10236:866,361,17,302,654,76,616,58,8,84
10237:58,101,7624,554,94,1382,1804,1762,4174,3250
10249:3653,17,302,654,76,616,58,8,866,84
10254:285,18788,17,20859,31783,302,21202,15452,37231,86600
10267:29,289,101,554,1119,239,2162,1187,3234,749
10275:6129,2617,14670,14729,17,12781,22110,302,654,76
10276:58,138,15,289,101,454,554,239,1140,1804
10279:1550,45,6033,4173,6130,22726,343,35839,15748,17
10302:285,239,486,2030,3234,495,726,1937,2369,395
10303:22218,76972,46240,17,669,302,654,76,616,225
10304:32239,866,361,17,302,654,76,616,58,8
10306:17,29,508,289,101,32,2059,554,94,1382
10313:3233,3824,5928,1205,827,3977,3618,4991,497,6457
10317:239,3,726,2868,395,1567,837,2361,5025,30634
10335:17,669,302,654,76,616,225,58,8,866
10339:119,58,875,29,559,15,289,101,554,1119
10342:119,101,559,554,356,891,1804,30,4174,73
10346:17,302,654,76,616,58,8,866,84,29
10359:302,285,239,3234,749,1476,3,495,726,692
10364:3472,21366,32721,23467,3537,14345,36715,32598,10723,34880
10366:58,29,354,361,861,162,239,1109,1550,1462
10371:5398,1139,3348,5550,4425,11612,7153,4427,26985,4586
10377:654,58,138,101,554,1119,48,1187,496,449
10378:18935,97626,17,302,168,654,76,616,58,8
10387:17,302,168,654,76,616,719,58,8,866
10388:354,568,32,94,1382,1023,901,5048,1126,96
10392:17,302,654,76,616,58,8,866,84,29
10408:14793,6754,33763,35218,3370,45954,18269,76213,108622,81363
10420:861,591,1790,1551,1424,1435,3789,15583,11459,176
10427:3039,59380,17,9711,302,654,76,616,58,105945
10439:84,29,289,101,861,554,239,3234,749,1804
10445:873,431,2583,481,7048,571,1339,4107,21380,9581
10454:1471,8150,1885,14554,31015,7721,17,9699,19039,64719
10471:1405,58,101,554,891,1804,30,1762,4174,1362
10478:17,302,58,508,162,554,94,1382,394,3234
10479:16697,82309,113585,17,302,168,654,76,616,58
10480:58,101,861,554,1804,591,4174,73,530,1424
10488:239,1499,3,726,2868,395,22,1567,837,1044
10502:11241,53201,3022,17,302,654,76,616,58,8
10513:124,642,7178,6582,7667,2683,8288,6929,11194,41507
10523:1790,1551,3789,176,8011,1449,6455,1066,1885,3309
10543:4856,21433,2646,18850,47257,20173,22970,52955,82585,61025
10554:2092,17,302,654,76,616,58,8,866,84
10563:378,138,899,1119,94,394,239,891,496,1764
10564:311,873,239,8066,931,2675,2829,546,3,726
10570:29,303,873,931,3234,891,749,1476,495,30
10573:533,17,302,654,76,616,58,8,866,84
10580:1091,11861,17567,41,20312,5522,5484,107,38844,45956
10636:236,289,101,554,239,1804,3,4174,726,4542
10655:1499,22,1044,2430,2976,5638,657,9890,9482,13468
10691:483,4181,2172,490,5542,4374,1413,3805,1021,3839
10693:289,101,861,554,1804,591,4174,73,530,1424
10698:861,162,1023,901,1140,1126,591,179,194,4187
10707:10682,17,302,654,76,616,58,8,866,84
10710:449,1119,394,239,10012,1239,546,2618,749,1499
10726:69494,22655,103120,17,302,654,76,616,58,8
10747:93815,17,302,168,654,76,616,719,58,8
10758:65,888,4328,6793,4499,2538,1606,3292,12066,889
10770:311,2021,7622,9594,4218,10981,2543,6880,13267,3651
10779:29,17,302,654,76,616,58,8,866,84
10794:616,861,1424,15583,11459,153,917,2158,16595,20440
10801:3146,11325,2286,18409,25693,3573,103715,20238,69427,90504
10807:899,1119,157,48,1187,496,472,1127,1359,2387
10820:114,4210,5303,4288,7231,10021,42803,8678,26326,6729
10842:17,302,168,654,76,616,58,8,866,84
10843:17,559,873,931,3,726,1190,2626,2583,395
10844:1888,4740,18375,39801,45231,32344,12691,29816,49202,86819
10845:10770,13667,65072,7929,87785,61664,40137,111927,17,302
10854:17908,25184,13566,38499,45662,78928,16689,54897,51617,41850
10858:654,530,1089,5553,946,3162,680,3028,2734,1358
10871:6418,17,20535,302,30386,59264,83568,57980,96678,106590
10892:6759,1168,11719,17164,17290,61631,63845,68217,866,96284
10905:11717,17,302,654,76,616,58,8,866,84
10908:518,899,873,1119,931,48,1187,999,407,2583
10913:2956,19442,19405,9497,29117,54167,20118,57902,22926,12869
10920:654,616,58,1476,518,101,861,65,554,358
10955:1119,48,1187,4268,1050,496,472,1359,594,1598
10956:239,3,726,2868,395,1567,837,544,2361,5025
10968:17,9197,37999,21934,25375,79351,302,654,76,616
10991:873,2139,431,1549,1578,1790,1164,2583,1551,888
10999:17,29,239,3234,1239,749,1476,3,495,690
11000:10071,345,4616,5860,5078,1453,37567,3498,13007,45806
11022:518,239,244,3,726,2868,395,1567,837,1970
11034:29,861,162,1462,3234,1140,749,1476,1832,495
11037:311,2021,5178,11626,13312,1902,9435,4218,11467,11855
11047:1359,6243,9846,29891,8404,3652,17,302,15212,7066
11055:2703,17,302,654,76,616,58,8,866,84
11099:302,97,29,1462,3234,2618,749,1476,495,944
11105:302,29,289,101,899,559,952,554,239,2789
11110:2139,1164,2008,21696,9524,4727,1377,4770,34500,77946
11118:866,361,17,302,654,76,616,58,8,84
11132:189,6315,22365,7630,9524,9472,12115,19697,35625,30820
11134:94,1382,131,3250,3288,1326,1065,1881,18867,10071
11135:65,931,96,431,2583,209,481,7048,6793,855
11149:302,32,239,3234,96,749,1476,3,495,1762
11150:6120,17,302,654,76,616,58,8,866,84
11193:49767,58225,20998,87613,20893,25434,85687,17021,24881,15393
11211:93483,17,302,654,76,616,58,8,866,84
11222:1183,4786,104,34240,3630,43490,31638,63043,33250,96442
11228:1410,774,1205,678,827,970,3977,1827,1145,2696
11240:17,302,654,76,616,58,8,866,84,29
11259:669,17,302,654,76,616,58,8,866,84
11264:17,29,239,749,1476,3,495,726,690,692
11273:29,239,3234,999,749,1499,1476,3,495,726
11278:5702,15540,16804,16105,5987,39285,4135,14823,40542,9579
11279:2405,19000,13926,52989,113529,17,873,931,302,654
11280:298,17,302,654,76,616,58,8,866,84
11287:1102,239,931,431,3,1762,726,2583,2868,395
11332:9752,31188,74854,33019,98337,55777,100792,85124,108417,65242
11360:12307,17,302,654,76,616,58,8,866,84
11363:546,449,2292,521,5857,380,1622,4048,5581,6491
11378:61,1009,4171,2597,3847,1776,5598,1905,1708,2239
11388:901,190,16804,9538,17,33330,34115,302,76685,654
11394:1606,12776,1820,18360,26483,16191,8587,7333,3766,6105
11404:1550,45,4292,19963,1091,11861,6849,2876,5022,5729
11414:18319,17,41184,20183,55798,10011,39447,14778,84640,59953
11418:873,378,931,431,2583,754,3599,6024,220,7048
11419:239,3,1545,449,2292,726,2868,395,521,1567
11426:21816,17,20972,20783,56874,24143,302,30311,52758,654
11427:3054,31879,17588,21207,37325,81,17,302,654,76
11428:4542,3855,54,2166,6485,7505,23555,17,34752,10127
11431:285,17,302,654,76,616,58,8,866,84
11437:2548,1902,535,5111,10232,15772,10230,10997,22533,10664
11439:1003,1985,23692,2545,8082,32969,71485,56764,43103,107061
11444:518,29,301,873,3234,431,749,1476,5567,495
11458:58,1196,483,6346,4083,3057,17800,17,24893,9716
11462:65,873,2139,931,429,431,2583,4880,481,3184
11463:1405,58,29,508,289,101,861,94,1023,239
11484:5575,5604,7841,221,13523,7243,4423,5157,8156,5869
11507:361,2064,4068,5022,5729,10295,12223,10749,93,4123
11510:650,190,654,616,29,301,3234,749,1476,591
11511:2520,39336,58632,116222,104694,18210,17,302,168,654
11525:302,2361,1550,45,3234,749,1476,495,692,4025
11529:29,17,301,302,239,749,1476,3,495,726
11535:873,239,45,2265,431,3,726,2583,2868,395
11537:7478,866,361,17,302,654,76,616,58,8
11538:29,486,3234,749,1476,495,692,3730,2626,4967
11540:19065,26293,27250,23410,17,302,654,76,616,58
11552:239,3,726,2868,395,1567,837,2361,5025,5702
11554:7874,10687,453,10105,11179,51255,2509,8583,26531,2305
11558:787,873,1023,901,131,1126,431,179,3841,2937
11569:394,616,29,508,15,289,32,554,1382,1023
11584:138,289,101,861,1804,813,591,294,1822,449
11586:1405,119,363,3233,813,2018,493,4210,578,5303
11603:17,239,3,2868,395,1567,837,44,2361,5025
11606:29,354,32,162,94,1382,239,1109,45,3234
11614:17,302,654,76,616,58,8,866,84,29
11616:3231,14857,223,2644,5026,4541,20409,2228,5808,15412
11651:17,239,3,726,2868,395,1567,837,2361,2776
11657:952,17,67309,36412,21071,302,76822,654,76,55859
11660:84,3234,749,1476,495,1762,692,3730,5553,4025
11670:8,7029,9581,88,61772,4753,5347,11677,17,39947
11676:780,1200,6836,2366,381,3972,7228,12471,3014,217
11685:354,483,1499,4181,2172,331,490,1044,4374,3929
11699:5403,866,17,302,654,76,616,58,8,84
11700:138,1568,239,3,449,726,2868,395,521,1567
11716:2337,239,3,726,2868,395,1567,837,2361,5025
11719:364,378,103,1499,1455,1551,22,211,1435,3789
11723:5567,8,6281,5922,88,61772,4753,8162,5347,5242
11738:1102,1762,2570,5421,19529,41190,26834,10996,14136,8688
11749:105997,17,302,654,76,616,58,8,866,84
11775:138,787,1023,901,1126,2618,1832,179,449,3841
11781:119,84,29,103,3234,3233,749,1476,495,1762
11788:3348,5550,7153,10617,51733,55213,86974,38984,28788,42410
11795:508,94,1382,2008,891,30,3250,1362,10985,1881
11799:10039,17,302,654,76,616,58,8,866,84
11818:17,32278,27834,38395,302,15158,18522,71487,79260,654
11825:1218,13178,6263,72508,39703,52329,29626,72445,65021,17038
11835:29,3234,749,1476,495,692,3730,1444,5553,4025
11836:31171,53462,866,42736,24384,21998,9949,50345,17,302
11838:873,931,431,2583,7048,571,1339,4107,21380,1288
11839:23676,77465,866,72022,105761,84183,94970,85617,52411,12988
11843:50502,96461,43641,66947,11694,41158,75657,54315,28723,121571
11844:755,17,23356,302,51436,654,76,616,58,79048
11847:653,1145,54442,251,28732,119462,77861,119876,92629,32929
11851:17,302,168,654,76,616,58,8,866,84
11856:4171,1776,6304,20881,32166,16217,30348,6677,13918,28464
11863:17,302,654,76,616,58,8,866,84,29
11864:94,17,302,654,76,616,58,8,866,84
11865:17,518,1023,1410,901,103,891,1126,1499,1790
11883:17,302,654,76,616,58,8,866,84,29
11884:6824,65014,21849,86974,118923,49172,63807,80815,123339,17734
11885:1410,1205,827,3977,4991,497,16036,14955,4696,1218
11892:268,5398,11762,4425,5605,5633,1149,17124,11612,14227
11893:1023,1126,179,449,3841,4187,521,834,7006,3527
11896:1475,254,7194,1631,4932,1890,5022,5729,3326,2447
11910:899,1927,239,48,119,496,3,726,472,2868
11913:761,449,521,380,1622,4048,5581,2163,1510,2700
11922:17,289,101,554,239,1804,4174,726,2868,395
11928:899,48,1187,1239,496,472,66,594,7800,6599
11929:65,654,29,1220,3137,289,101,861,358,1023
11939:94,1382,3250,3288,1065,1881,165,3093,5689,10792
11956:29,554,239,3234,749,1804,1476,3,495,4174
11962:3847,1351,2481,37509,13151,24381,42662,25270,63794,866
11968:873,431,2583,481,7048,571,1339,4107,21380,1288
11972:4205,8191,7045,17,9152,15764,30981,302,23511,654
11979:500,546,4068,5812,17403,6632,7305,13390,62168,75000
11983:61,1039,3234,749,1476,495,1790,692,1551,1435
11988:15,1196,358,1023,239,901,5753,891,1126,199
11990:17,302,654,76,616,58,8,866,84,29
11996:8725,17,302,654,76,616,58,8,866,84
11999:1410,1205,7630,827,3977,1875,1340,4991,497,1072
12008:58,1508,289,101,554,483,1804,4174,4181,73
12010:508,94,1382,710,3250,3288,754,1881,4513,1145
12011:138,521,380,1622,4048,5581,2163,1510,2700,3886
12027:3937,12223,20405,93,5160,8995,1726,42721,17191,60448
12028:289,101,861,5465,554,239,1217,1535,3234,749
12037:17,654,6759,289,101,32,162,554,1462,1140
12047:2139,1164,2008,105,8150,14554,31015,21696,17,4727
12050:17,289,101,554,1109,3234,1140,891,96,749
12067:2528,4093,3095,45287,5775,17622,4110,10302,31739,9557
12084:29,289,101,861,554,358,1109,3234,1140,96
12094:7235,22091,25202,34397,3927,13848,46771,13299,4119,36670
12130:49467,866,361,17,238,698,262,2139,302,654
12170:12223,93,8995,17,1726,42721,60448,302,13739,74861
12199:17,302,654,24141,11796,122548,76,616,58,8
12211:3043,9843,37266,54555,79605,17,302,654,76,616
12213:866,33950,361,17,238,302,654,76,616,58
12232:289,101,861,554,483,1140,1804,591,4174,690
12234:65,94,1382,546,2140,3250,3288,296,1065,4249
12235:302,29,749,1476,1240,495,692,3730,5553,4025
12237:10291,30139,40898,866,17,302,654,76,616,58
12239:75790,22801,39619,866,89977,115140,361,17,302,654
12263:654,61,873,931,1403,431,3730,2583,888,1009
12268:944,709,1784,1600,1631,1890,3326,12332,14841,9434
12271:6916,5812,17403,7305,62168,87110,67332,866,361,17
12272:363,2200,3256,427,1287,2429,1152,2739,1521,2644
12296:899,1119,48,1187,496,472,1389,1057,4249,594
12310:1109,124,1102,508,138,1119,901,2200,1126,1499
12327:32,394,1109,294,1001,3429,6545,2185,209,1930
12328:899,1119,1023,901,1126,496,179,3841,472,4187
12356:508,5465,94,1790,3250,3288,1065,1435,1881,3789
12360:285,302,116,239,3234,1476,3,495,726,692
12364:65,508,861,94,1382,239,3,591,3250,726
12373:28945,10305,16886,11358,7450,5962,5053,21442,18975,20855
12375:931,47623,17,302,47601,654,76,616,58,8
12376:2549,22218,76972,46240,17,669,302,654,76,616
12379:4697,4967,375,559,2115,9916,95,2246,15487,9580
12406:986,2121,754,12710,7806,4205,15141,11506,14416,13150
12416:1287,239,3,726,1200,2868,395,1567,837,2361
12428:81,17,302,654,76,616,58,8,866,84
12433:5581,6011,13599,15743,2930,17,17478,24472,302,654
12443:65,6793,4148,889,6247,7739,5337,572,7518,6918
12453:1102,1119,239,496,3,1762,726,472,2868,395
12464:1876,32755,13832,7067,18741,26344,17,19789,302,42785
12467:535,3514,1875,1340,13312,1902,11467,16036,4696,4797
12474:1603,17,29990,13488,302,2082,654,76,28522,616
12480:17,394,6496,3,294,726,2868,395,1567,837
12496:654,285,4414,401,8105,2924,15937,23398,30223,23206
12498:901,17,302,654,76,616,58,8,866,84
12505:28553,17,302,168,654,76,616,719,58,8
12512:616,239,3234,749,1476,3,495,591,726,692
12531:1212,3563,2064,14750,12253,8861,4756,5605,5633,8197
12532:5282,93074,17,302,654,76,616,58,8,866
12533:29,361,3632,1023,901,483,3234,891,1126,749
12534:17,302,654,76,616,58,8,866,84,29
12536:508,94,1382,3250,3730,3288,5553,1881,3162,1145
12540:1348,29,3234,749,1476,495,692,1389,4025,8579
12541:2139,901,1126,179,3841,4187,834,4880,7006,4017
12544:58,354,138,289,899,554,1119,94,1382,1023
12549:546,254,7194,4068,4932,17934,6632,2638,13390,75000
12552:518,999,563,1800,15507,33961,5483,8466,17,10884
12555:5483,12412,8899,37827,25652,351,9404,16338,24625,8774
12556:17,1102,1762,2570,5421,19529,41190,10996,26834,14136
12559:2162,1119,239,891,496,3,30,726,472,2868
12562:45423,17,302,654,76,616,58,8,866,84
12564:1023,58,866,289,101,363,3234,2976,749,1804
12568:17,302,654,77973,76,616,58,8,866,84
12573:2338,7210,1181,1548,1752,6292,5927,12442,1387,9311
12587:431,508,94,1382,239,3,726,3288,2868,395
12595:6559,535,1003,13312,3939,2345,1902,5111,11467,8483
12601:7806,14012,51041,11506,36526,4801,13526,33940,5859,21593
12604:302,29,3250,289,101,861,162,554,239,749
12616:17,42514,80826,302,654,76,616,58,8,866
12622:17,289,101,32,554,239,96,1804,3,4174
12628:14039,17,302,168,654,76,616,58,8,866
12630:119,483,3233,690,66,4181,5117,2172,490,5542
12642:29,1102,289,873,554,358,931,2200,3234,1140
12660:4181,2172,490,5542,4374,3929,1413,3805,1021,3839
12662:3233,59585,17,302,654,76,616,58,60833,8
12663:357,4919,888,1544,4499,730,2538,3292,12066,5413
12669:1462,2618,42,317,22308,5702,15540,46535,5987,17
12676:116,46215,2117,22400,16950,7523,2824,2177,27381,13569
12700:5122,774,1913,970,1827,2696,2714,2403,1340,1875
12701:999,563,2076,1800,15507,534,9581,88,61772,4753
12723:1875,16036,14955,4696,3086,4715,11928,2738,13031,3688
12725:3886,596,5991,3638,10349,3062,13717,2890,17,21578
12739:2492,12039,129,29912,76480,86514,88968,88116,93499,104247
12753:17,873,931,3,5184,726,2626,2583,2868,395
12754:36233,17,302,168,654,76,616,719,58,8
12761:2848,5214,26519,22801,48061,51760,26036,39619,56465,51936
12766:1790,1551,1435,3789,176,8011,1449,6455,1066,3309
12767:17,302,654,76,616,58,8,866,84,29
12773:873,931,431,2583,481,2194,571,1339,4107,21380
12779:22689,23317,6202,17339,48076,44254,39851,80690,54459,17
12780:2980,1876,32755,13832,7067,18741,26344,17,19789,302
12794:1099,2139,2669,116,425,16258,4880,2008,46215,2117
12795:29,394,3234,1395,749,1476,495,294,692,1001
12796:784,5787,8218,40263,16972,1763,20524,13409,54446,26210
12799:46545,290,17,302,168,654,76,616,719,58
12804:508,1965,94,131,3250,3288,1065,1881,5699,287
12807:14287,19206,17,302,654,76,616,58,8,866
12811:302,616,116,673,32,1119,3234,96,2618,496
12836:1960,3736,14700,11208,3798,9929,3795,7011,11888,8056
12841:4002,47396,65423,58745,21482,8455,2052,45609,36151,60650
12852:37220,4541,20409,17,34508,302,1725,654,76,84456
12860:119,58,29,138,289,559,554,239,3234,999
12885:301,162,1023,239,1140,114,1126,3,179,4364
12892:239,1109,97,96,3,726,2868,395,2944,1567
12898:15,709,13221,266,1631,11522,3638,1890,3326,10349
12902:14408,17,302,654,76,616,58,8,866,84
12912:289,101,861,4262,554,483,97,3234,999,749
12918:289,101,554,1804,4174,1693,3730,73,5553,530
12928:931,431,496,2583,472,481,7048,594,571,812
12931:289,101,554,1804,2193,4107,4174,73,709,13498
12934:3516,17,302,4245,3552,57016,65511,121404,46458,99887
12939:17,6435,302,32791,31428,20558,89085,109058,121663,104593
12956:19912,20351,7171,31850,11655,51452,15368,34203,35144,46738
12967:427,2739,10511,16852,23,26067,16431,282,15989,46026
12970:17,302,654,76,616,58,8,866,84,29
12985:3001,4985,78185,83766,77143,10736,74028,68301,89068,36451
12986:12223,6444,93,15657,8122,8995,7426,15100,9075,17
12991:7984,5009,9287,7530,17,41245,55812,56035,46860,65037
12998:182,32256,24218,17,14541,53938,302,654,76,616
13004:508,94,1382,3250,1065,1881,249,165,13838,3093
13019:35032,29960,45147,44729,18765,866,2191,361,17,238
13024:48747,17,302,654,76,616,58,8,866,84
13025:17,302,654,76,616,58,117672,8,866,84
13039:342,2021,2531,9453,4218,1756,6880,13267,13227,7675
13040:6227,6431,34936,95194,51865,81,39595,226,17,302
13050:11924,17,302,654,76,616,58,8,866,84
13060:1125,17,302,654,76,616,58,8,866,84
